fecha,medio,titulo,enlace,nivel_coincidencia,elenco_o_cuerpo,sentimiento,tema_principal,obra_mencionada,resumen_gemini,keywords_detectadas
2025-01-24 08:00,Montevideo Portal,"Mahía anunció quiénes liderarán la Dirección Nacional de Cultura, el Sodre y Ceibal - Montevideo Portal",https://news.google.com/rss/articles/CBMiygFBVV95cUxQOUFIcHZpNGxaRm9icFB3T0E4dUtQTHJQZ0lOemZhbnJCOEZKV0dORHpvdDFqdG9LcUVBb0V5N0lWWmh1R083SFJ3ZGN1dlQzU19MSUcwdkFtTm1aZWZ2RHhFdWZneGRPSlVZbWNVQVBuel95T1hIWmJ0czJIZndGWTM0bzZzdE5tVnU2YS1ScWk2X2F5WWZnd1V5S0Nrb2R2LVRYSmowRnhIVHJ4ZlFWa05zRjVYMUtxSFhCd01IblpKSHJkRGJsLWVn0gHuAUFVX3lxTE1UUDFjMGhDWDZDWGYxa09EY1o0M2tLeUhXb2dMa0h3dUFlb0NacHJvTWV0cV9IazBocWtFV1pEd3MzLTd4TE9SVVRzd1U3ZVpmYlNjclBDSy1GaDZ5SVh0cWlySWtla2RSc1pyWWxOc2RWTGtOZHo2eXBuRGlPeVVFTkt0TFZORnVyQWJ6YUFRbGU1eE1ra2VfTGVJNFIwSDJ4V0hNMGcwX0E4ZWw2SHd2T3JrTGtMV0Z1bnktRTlsYkpmbUdsQ0ZKQWtQV3VXVUFxYkVMZGRua3AxRHVIRUI1d3QwOFJQbXNzcHBQalE?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxQOUFIcHZpNGxaRm9icFB3T0E4dUtQTHJQZ0lOemZhbnJCOEZKV0dORHpvdDFqdG9LcUVBb0V5N0lWWmh1R083SFJ3ZGN1dlQzU19MSUcwdkFtTm1aZWZ2RHhFdWZneGRPSlVZbWNVQV",Sodre Uruguay
2025-12-02 18:16,Medios Públicos,Ballet Nacional del Sodre cierra el año con Carmina Burana - Medios Públicos,https://news.google.com/rss/articles/CBMijAFBVV95cUxPaUcwZDFVZGdLTFdRYk9WZXY3bzFPZkd3RU5jb2g2NVhrRmdMY0VNbEFoVGdsSU9VSmV1cHNobEpFLVgzTHFSTXQzamdMOFExTWhwSzZzblFqWFE4bWc1ek5JaGFzRXdDaERvVmMxQWZqOVJzZGItWHNva0o1dHpTcndYTXU1UUxFRHVYaw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxPaUcwZDFVZGdLTFdRYk9WZXY3bzFPZkd3RU5jb2g2NVhrRmdMY0VNbEFoVGdsSU9VSmV1cHNobEpFLVgzTHFSTXQzamdMOFExTWhwSzZzblFqWFE4bWc1ek5JaGFzRXdDaERvVmMxQW",Sodre Uruguay
2025-11-15 08:00,EL PAÍS Uruguay,"Nicolás Rauss a horas de su salida del Sodre: ""No creo que hubiera sido necesario cambiar, no entiendo los motivos” - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi7wFBVV95cUxNcWZiN0VkTG5ibXAyazlvSDZEN044SExFX3U1Wm1RajVyblYyR0Y2ajhlaTg1eUN1TWNZMnhZd2ljUks2d3VoeEZfdW9LNHhVU2JhZWVjNXNYYUdXSm1kbWJ5RUlhdGhtNVREYUh1MTdjSExieGlpY2xwRkpfUVRaQWdaNUFUanNDQVFQZ2o5R0NBYzZUSEpjTjRrblVPNVRDd3poQTJyU2lXOG41Q2YwTlpCUWpNXzJUOXVFd3BPUm1CcnFmcE14Vk9jQnJzNWxMdTNqSnpJa09FNVNucEhHcHN6SXBCaEhhdUdjNzk2cw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi7wFBVV95cUxNcWZiN0VkTG5ibXAyazlvSDZEN044SExFX3U1Wm1RajVyblYyR0Y2ajhlaTg1eUN1TWNZMnhZd2ljUks2d3VoeEZfdW9LNHhVU2JhZWVjNXNYYUdXSm1kbWJ5RUlhdGhtNVREYUh1MT",Sodre Uruguay
2025-08-28 07:00,GUB.UY,"Secretario de Presidencia, Alejandro Sánchez, encabezó apertura de ciclo Uruguay Coopera: Del Compromiso de Sevilla a la Acción - GUB.UY",https://news.google.com/rss/articles/CBMiygFBVV95cUxNZXBpZ1FqeGh5N0JrQndVTWZMalRjYUJfdi1US2pRX3lCSUNsc1dnQS1abXF6OHVEcmpIcW5reGh4Q1BmeDFGdExEQnpVTzZFZ1ZTZ3ZQQzR2NDR4YUlTY0lfcWlRRXpJUi01NGtNTGhLZEhfcXkxd0JZaFA2aGYzcG42NGdBVm5hdndZdEgxLW5hWlhGQ2FBNUVGZUVVNy02dEl6OHpLbnd0VU5reHBRQVo4RU5HUnpldHhDUFJSSGM4TGVlcGlNaHR3?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxNZXBpZ1FqeGh5N0JrQndVTWZMalRjYUJfdi1US2pRX3lCSUNsc1dnQS1abXF6OHVEcmpIcW5reGh4Q1BmeDFGdExEQnpVTzZFZ1ZTZ3ZQQzR2NDR4YUlTY0lfcWlRRXpJUi01NGtNTG",Sodre Uruguay
2025-06-12 07:00,GUB.UY,El dúo Che Papusa representa a Uruguay en el XIX Festival Alfredo de Saint Malo en Panamá - GUB.UY,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNTi1tNFd1NnpleGJjYUl4T3dQUlpEVlBLeGwyMl9fYUIwYkFMaEM5TTM2OUJBVDBsZjlBS2ltZUk1MDc4M1QxUTlCVnJCOWFSYTV3SWJqQ01VTThxQ19lNEt1LTRqRFV3aEJiZVNPVEF2OWwyRVlXSWtxb3QxclpZUzhxRjNYWUVBY2wxdmVqS3lGUWZPMmRudkxYSTlOTFVZTGZwRk42NkZhTDExN250OVdEZUpmbFd4aWhEVmdIN0FzMVM5aVZ3VzFHYURidnpRckRxTTY3M0RSZ3ZXdXNCV3pOazl5dw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxNTi1tNFd1NnpleGJjYUl4T3dQUlpEVlBLeGwyMl9fYUIwYkFMaEM5TTM2OUJBVDBsZjlBS2ltZUk1MDc4M1QxUTlCVnJCOWFSYTV3SWJqQ01VTThxQ19lNEt1LTRqRFV3aEJiZVNPVE",Sodre Uruguay
2025-04-08 07:00,GUB.UY,Comenzó la 43.ª edición del Festival Cinematográfico Internacional del Uruguay - GUB.UY,https://news.google.com/rss/articles/CBMixgFBVV95cUxNNTh0Ni1QbVllVF9OS3BlbFJ0UFpsbjItSllOb0ZKNjNvbDhZSUNSZHlvNlpqNG5zYUdvX2hQb0JxSXdpYjZNaEVKRDNkYVNaZm5sUnE5d2hzVTBObWVpc0NQRjdQOHhYWnJWbVJ0QnoyWVVSYnBnN2hkOGJxbjNaSHd2WmczeHJMTWxoTWNhVEZCdVdSTzhhVXRMWDZZaG1aRGloSEdKb2huOFFUdFRJbFJiSzF6c01ndWlab2hRbFotcUtEbGc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxNNTh0Ni1QbVllVF9OS3BlbFJ0UFpsbjItSllOb0ZKNjNvbDhZSUNSZHlvNlpqNG5zYUdvX2hQb0JxSXdpYjZNaEVKRDNkYVNaZm5sUnE5d2hzVTBObWVpc0NQRjdQOHhYWnJWbVJ0Qn",Sodre Uruguay
2025-11-20 08:00,GUB.UY,"Orsi participó en concierto donde niños, niñas y adolescentes celebraron sus derechos a través de la música - GUB.UY",https://news.google.com/rss/articles/CBMixAFBVV95cUxPd18xVlAtUGc2VEZQbFJfdFd3dXpaNDd6c1B3cjNhV0hBSUdhMWxNRndkcC1PRFUyR2FGODNEUVhmeF9UdXI2UHF4ajBheWJibFRHME9DeEdHRjE0ZVpxenNQZ3FCSlBRQlBIVDd1a2d5YXYxbnctbEtBR1ZCa3NiUGl5SFFsck51bnJ4R0QzLVg1NHl1eHZQRDV5Q2wtVml4S2hyUUNpV0RvcklickQxRFRLMHV1M3ZnQUFndk1jamdlWTda?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxPd18xVlAtUGc2VEZQbFJfdFd3dXpaNDd6c1B3cjNhV0hBSUdhMWxNRndkcC1PRFUyR2FGODNEUVhmeF9UdXI2UHF4ajBheWJibFRHME9DeEdHRjE0ZVpxenNQZ3FCSlBRQlBIVDd1a2",Sodre Uruguay
2025-09-13 07:00,EL PAÍS Uruguay,"Director del Sodre fue denunciado por acoso laboral pero el MEC aún no se expidió, medio año después - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMizwFBVV95cUxQWFdRM1kyazVMYi13Y09CalhDQkV3NzdaM1hqd1VTZnJETy1fdWVvTnNUUVFOYWR4eV8wZWxwVjROc1JyTDZZSGVSTEIxUFQ3QS1ERmhZNVZsUENBUkJMZW8wVUM5VUVLMUN1S0ZBTDVhSzl5TjlaQ1BoWUd6TUJiQ09xcUh0Z2hvWE9CbzBMVkM1bFhfSGxVTmc2d0ZhVFU2X3VMNjV2THhkMUtKUldRbFBuTkgyTFpucmx5cmVqa3Y5eGpHWTlBcm1hU284dDA?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxQWFdRM1kyazVMYi13Y09CalhDQkV3NzdaM1hqd1VTZnJETy1fdWVvTnNUUVFOYWR4eV8wZWxwVjROc1JyTDZZSGVSTEIxUFQ3QS1ERmhZNVZsUENBUkJMZW8wVUM5VUVLMUN1S0ZBTD",Sodre Uruguay
2025-12-11 08:00,elnostreciutat.com,"Ignacio García-Vidal, director de la Sinfónica de Uruguay - elnostreciutat.com",https://news.google.com/rss/articles/CBMilgFBVV95cUxNdDNYQU1CTV9GOVZmTDJ4aU9LQnFZUnRGSWR2UWRFZXhmSFJhN0dncWZfMDRTck5tcHlNOVMxbnlyV3pNby1NaFpVX0N3Q0J5b1Rnclp1bW04X3BRenp4R3k2d0RCVGU2aklWb0lqTkFjcWpmRkU1NDJ2WmpXNEkyRElNTFJpb1ZlMGJqQVRjTmRpUHFtTHc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxNdDNYQU1CTV9GOVZmTDJ4aU9LQnFZUnRGSWR2UWRFZXhmSFJhN0dncWZfMDRTck5tcHlNOVMxbnlyV3pNby1NaFpVX0N3Q0J5b1Rnclp1bW04X3BRenp4R3k2d0RCVGU2aklWb0lqTk",Sodre Uruguay
2025-09-22 07:00,GUB.UY,Radio Uruguay regresó a la histórica sede de Sarandí y Misiones - GUB.UY,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPd2JWNFBaNWpaUF9Yd1lNTkJKUVROcG1UNTlrQ3BIYW9scEh3TkM4dEllSXdwUGhiUUFLeTUzbnZ1aDBaNnoyVHNtRS1pa09HRTRtQjJMaEpPdkoybk9OeEFOZEE5RDlzVGlRSEs4R2dhc3lTdWNxVGdUUzFMWVZxUnVTZTVYWEVOWkdmWF81enhUNWdyWm1MbTNyaUpmU3hLZXpib2JmamFsVmItTG9PSVlkX0d0Z19pZnFSWExINl8?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxPd2JWNFBaNWpaUF9Yd1lNTkJKUVROcG1UNTlrQ3BIYW9scEh3TkM4dEllSXdwUGhiUUFLeTUzbnZ1aDBaNnoyVHNtRS1pa09HRTRtQjJMaEpPdkoybk9OeEFOZEE5RDlzVGlRSEs4R2",Sodre Uruguay
2025-04-02 07:00,Medios Públicos,"Conversatorio ""95 años de las radios públicas, 1930 - 2025"" - Medios Públicos",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOZF9EbGJqQmlvaXhPby1kRUx1YjFsa21EbkgwaVBnTWhxMlZzV3BSNl9lNkw1aGNuejdVazBvQTRfZ18tWTQ4Ny1EeUIyeElRV0VPcnRnNjRiaG1IeWhTbWJrSzJvcUIwcVA2dmRuMk94dEVmUXVCRkZXNXJoRl9QVlVTa19QZHQw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOZF9EbGJqQmlvaXhPby1kRUx1YjFsa21EbkgwaVBnTWhxMlZzV3BSNl9lNkw1aGNuejdVazBvQTRfZ18tWTQ4Ny1EeUIyeElRV0VPcnRnNjRiaG1IeWhTbWJrSzJvcUIwcVA2dmRuMk",Sodre Uruguay
2025-10-07 07:00,GUB.UY,Presidente Yamandú Orsi en festejo de los 80 años de Ayax - GUB.UY,https://news.google.com/rss/articles/CBMimgFBVV95cUxOWFNEbHlkaUdiaGY0Ni1TVmZqMWNaY2I1MTFZNVU5S3p3RUtmaWZlcVphUG13UHRRN19Gb0xtZVhuTnZuNnVFd3kzUVJoeV9iOUxTVHFmZ1ExVHR0Rlhva3REZzBWVG1oeUE1eVczazRXRTllNlk1RG5ZX1NYNFJHdXc0d2ZlLXdWb0FqYXJMVEVIcDZNM2tKZml3?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxOWFNEbHlkaUdiaGY0Ni1TVmZqMWNaY2I1MTFZNVU5S3p3RUtmaWZlcVphUG13UHRRN19Gb0xtZVhuTnZuNnVFd3kzUVJoeV9iOUxTVHFmZ1ExVHR0Rlhva3REZzBWVG1oeUE1eVczaz",Sodre Uruguay
2025-10-06 07:00,Telenoche,"Axel llegará a Montevideo con su ""25 tour"" y se presentará en el Sodre - Telenoche",https://news.google.com/rss/articles/CBMirgFBVV95cUxPaU1EN3k5YVBRU3ZEZlpCT1dZOUthdkhjRS1ldzF2LUhuOEtqVzFBQ0JfbHJhajNhV04yelJkc2xmd3duMTZiaGN6OE1KRXhaV0hOLW1mMlhUQ0hDX01TUFYyaG1NZlJPaTBKU01ETHpSdWNfR0tXREIyUUstMjc3QlBENXdoaWdsb0dsZnZVUmkya0FrbEhlVDBuWlN5c3NrMzlBdmxJLTNxSFNmZXfSAbMBQVVfeXFMTzJueWZUcGs5b1paaTNhOWVrY2w2S2owY1R5M0JEZDZXS2ljdHJpQy1yRGhfMzhiSlV5NXJjNm5nTkNJRl8ydXZNSjloajc2Y2tLR3lqcjZBUHFwbXdQNTI3ZmFjWHFwT2JRQnVLamxFWDIxcnVRZnY3dVNYZkswNjY0OU8xZ2lYMHZTUlVqOVF0V1pHeG4xd2FJWHZWTk5Tc0RKQl9uVmFKYzFILVk2Q01jUWs?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxPaU1EN3k5YVBRU3ZEZlpCT1dZOUthdkhjRS1ldzF2LUhuOEtqVzFBQ0JfbHJhajNhV04yelJkc2xmd3duMTZiaGN6OE1KRXhaV0hOLW1mMlhUQ0hDX01TUFYyaG1NZlJPaTBKU01ETH",Sodre Uruguay
2025-09-05 07:00,DGEIP,"El programa “Un niño, Un Instrumento” llega a la Escuela N.° 157 de Villa García - DGEIP",https://news.google.com/rss/articles/CBMi4wFBVV95cUxPZ0FIeG91NUxGTHQzZU1DdTRlS1lQN1RyZFZBcF90WUlQeHBIa0kwdks4UjlIanNxekFzVFVCSDB6VmJFaUthUUtCai1adlRPWHBCZnc4VVJ6NDBDNk9PLW80TDNVYVpwWjNwWURXdF8xMTJJRDVXcjZlWHdnV2JKUmZMTWJ5Sm9HYkNyaUN4Rkg0bUVOUFMwZmZwTUhQWml1cGdRS3FDYWlQempraWJBTVlTMnM3ZHh3cUUydm02eXNSTHpZSEQwLVNuazhPQ1RYcDVUZ3FGbDBCQlhGMWwwV1hiQQ?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxPZ0FIeG91NUxGTHQzZU1DdTRlS1lQN1RyZFZBcF90WUlQeHBIa0kwdks4UjlIanNxekFzVFVCSDB6VmJFaUthUUtCai1adlRPWHBCZnc4VVJ6NDBDNk9PLW80TDNVYVpwWjNwWURXdF",Sodre Uruguay
2025-01-24 08:00,lagaceta.com.uy,El talense Luis Pérez Aquino será el presidente del Sodre - lagaceta.com.uy,https://news.google.com/rss/articles/CBMiigFBVV95cUxOREZoZlloMEkyMDJ1X3FVdGJCMjhZTlVvVjNZc213U2NWcXVDZ1BzM2Jtd1libnFhbGVQTm1GTEZMdmJfSmMwR0hSSjZKMXZiaHlBYjN5QVBpZVRFYUkxZnJaUEZ0UHRmS1pValBJbGhUUlVrMzRvZXZZcE80MVkyQU5nUUswZ3VzVlE?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxOREZoZlloMEkyMDJ1X3FVdGJCMjhZTlVvVjNZc213U2NWcXVDZ1BzM2Jtd1libnFhbGVQTm1GTEZMdmJfSmMwR0hSSjZKMXZiaHlBYjN5QVBpZVRFYUkxZnJaUEZ0UHRmS1pValBJbG",Sodre Uruguay
2025-02-25 08:00,El Debate - Uruguay,Escuelas del Sodre inauguran su sede propia y consolidan la formación artística en Uruguay - El Debate - Uruguay,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOOFNjUlNoUFFwa3cwNXJRRVlDVFlCcmZVTUl3NzVQVkNwZFNhLTdPd3R3V3d6dEFoYjhJYW8wTXVnZlVDTEZHamg2T0g1RXczdjU1OWpZdUpxQUEzUkU1MFA5T3o3eTBsdi1nSXpBRjVXMTItSWZJdWdwcDFqa1lqWDBkaFhTcFlvaXZldGZxTTVsdG5JU3ptcWNJRVlBSndTR3h5VGxodGp6OWMxd2luMGs3clgyTFF2cWdKd0xpb1FHU045Z1VUYTJjLW9PU3VUNE5sVnY1ak1FOHc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxOOFNjUlNoUFFwa3cwNXJRRVlDVFlCcmZVTUl3NzVQVkNwZFNhLTdPd3R3V3d6dEFoYjhJYW8wTXVnZlVDTEZHamg2T0g1RXczdjU1OWpZdUpxQUEzUkU1MFA5T3o3eTBsdi1nSXpBRj",Sodre Uruguay
2025-08-27 07:00,subrayado.com.uy,"Gala de Ballet: el Sodre presentó dos propuestas que van de ""una pieza con historia"" a ""un lenguaje muy físico"" - subrayado.com.uy",https://news.google.com/rss/articles/CBMiywFBVV95cUxNVnJPa1hGR0xnVlBFQjcwbzctSkctN3hxRlJSLTVnQ1pVeWIxeGdudUJUbi1MSTM5ZEdLXzkzU3Y4S19vR2c2UUYzMWNuNG0tcW80NGNkUzAwVS03M244VVJKTmhwNHJqdVB2dGxwUWtwMDJXZ2lVaHZ0QXZEeUhaaEJLVmV3RzNYUUFwWnFqTDF0MmwwREprVU12aEowdjV3M2trMkF5SkdnTkVrLXozc3I1c2tmN0FrNGdrenVhY1c2SWZyUWgyckhJUdIB0AFBVV95cUxQdGlROXFXWU1Rb0hBVWhvNDFMMWtLaEpWTUtRek9pRWZOVUZUZmFaYlpQa2dfQTNwMkRYTnRTaGRmVExhLTFVQUtWbWhWekJjTWs3WFZKc0FTSFQtSzJEU1lhcFhVUTZpWV9HYVFkejhMOTJySEhsc21ybGhlY01TLWtHVm5hMm8tQ3pNMkMxbEJQYmY5cDY1YVRjRXdaSms2X1hMczNLT1hEN3IyblZTc0E4a095bzZoU2FSNEIySVEtYldTU1I0VkFGTzZPSzNl?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxNVnJPa1hGR0xnVlBFQjcwbzctSkctN3hxRlJSLTVnQ1pVeWIxeGdudUJUbi1MSTM5ZEdLXzkzU3Y4S19vR2c2UUYzMWNuNG0tcW80NGNkUzAwVS03M244VVJKTmhwNHJqdVB2dGxwUW",Sodre Uruguay
2025-07-04 07:00,El Observador,El Sodre abrió un llamado laboral para trabajar 20 horas semanales: para qué puesto y cuánto paga - El Observador,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQb245RDhKSVFTOUUweDVIWVJac0p1cTdCOWR0VHkyb3Q0RkZWc21tbjd6UDV0eTNCTENOZ2JiVHVYaG4wb0NQcXFyUkJrVUJ0RE9DWlF6Tm0zT3YtRzAzSklZNW1DcUUtYmtqd1ZITDdfOHRaemhSTGd2V19lVnRuZ05GZUJoaVJHVVVlUFhXdG82cGxlaEEzUDlHT3JyNTZqWU44MmpzeWdmUnU0cGJQZUNqNVd2cnR2cVU3TUlUalNaR3BwVW5ERnhfWkVfaVRDdGfSAdcBQVVfeXFMT09BT1V5UEN4enJUYm5hVEVoVWp3d1dGRXFKdV8wb3Q0UTZhS2JuZUpxTUdETHkzaEp0UUtFemVsamtvWWlaYkdHZmpaMzU5d2FhVDhHMFpHOHVYRFMyY0ZhR1lJbzZYbDBmYmt2a0g5Y2RRbTVBaG1qcWpTV1V3VjFsQWhnS0Q0VUx1VGtpcjFEQmVwSHNkcFFUa3FxMHN3dzF2d3RxTTg1UWtMZk8xSUt6QXUxV3F1blZoNVVZa0hDekV5ek9kR0RKSlptQ0lPekVHWmJOZTg?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxQb245RDhKSVFTOUUweDVIWVJac0p1cTdCOWR0VHkyb3Q0RkZWc21tbjd6UDV0eTNCTENOZ2JiVHVYaG4wb0NQcXFyUkJrVUJ0RE9DWlF6Tm0zT3YtRzAzSklZNW1DcUUtYmtqd1ZITD",Sodre Uruguay
2025-07-05 07:00,subrayado.com.uy,"Los Nocheros se presentarán en Uruguay en agosto, en el Auditorio Nacional del Sodre - subrayado.com.uy",https://news.google.com/rss/articles/CBMisAFBVV95cUxPNGJrOFo3dDlVaURNOUs0Ni1veXNRbmNaOG5OLWV5RDRTeF9PTmRuakRhZkZtanZIeXVHaEozYXFBcXR1NlIxVnUzU2kzdjNMVjlkNmVGSDZZLUcxaGZfRC1VandZZmYxbDlpd3lvMG9GbkRCb3hUdlhHbUZKR1NZbm5YanBDUjZJNWFJUU9HR3JQVDJBODdkNEYwREVWTFpHbVZkU0FYMXpCcTZZYkpwbdIBtgFBVV95cUxOaFo0WEFyS1pzbmN4eG15V3RsdVM2bzRNTnVwRkRyVF9TbW9faE9LNmxrX2Nwc01xWFhnVTlkUWpuYlE5cUZOOEZFMW1TZ1R6NFpEWVZ6SXdCbXFadEJaVG9TdWlqVTM5QWw2UDhPYnFjd1NWU0dJd0p6REFqTUpkazAxdlg3cjNncVlILUxUMmRBaHFGd05vbVpSV29qcm02bVlfZXpVR1phWl9GVE5pSlZycWlDdw?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPNGJrOFo3dDlVaURNOUs0Ni1veXNRbmNaOG5OLWV5RDRTeF9PTmRuakRhZkZtanZIeXVHaEozYXFBcXR1NlIxVnUzU2kzdjNMVjlkNmVGSDZZLUcxaGZfRC1VandZZmYxbDlpd3lvMG",Sodre Uruguay
2025-09-02 07:00,ladiaria.com.uy,Flamenco y Rachmaninoff: vuelve el Ballet Nacional del Sodre con dos propuestas muy diferentes - ladiaria.com.uy,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNYWFKbktNQkZxcEtfa1JVZkxVRllzcGFObmw0c3FPOHdscUpBUWRRWm9acTBQS3BYb1dHYkxIX1daOTZWMGk1MU1WZ3NSY081NmNjdTd6TURtR2RhYmloSEJFSEY1WmJ6T0hoUkx6RlB6OVk4azZJeTBpdzh6Zlh6cnAyT28xdnFWNVpLZXgzZmlKYUtOVGpZdlVDUkZmSGMxdlc4QThmNEYzTjhucnZNQ2IzNUdzSGg3RHVEVHBTODZzRUpRNk9YckVqR3cxTlhzOFlJRTdHUGZBZ9IB6gFBVV95cUxNN0h1SXF0R2REeG1xMFozMXptOHZYMVdyZEh2N1FvQmh4eDM4cnpGenVoWjBkSF94X2JPSmtnWVQtZW5OYW41Z0xkN2V6Ym1RMTFPNmhOZjFxRU5INVVySXV1QXF1ay1BTDdRclk4X01FN1BhalIzcDlwOEpWUk02bi0yOHBaYk9zb2JRRHhwUVlGT1VkakJFVG9hbm1WVUlNOFVDV3dFREo3dnZYSm00UGhjUkJUYWRwTXY2alV4cEFxWXpacHN3dFNMLWkxQUc5bkJyWGhiSDl4X05PNUV0MFhxUFlPZHQxYnc?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNYWFKbktNQkZxcEtfa1JVZkxVRllzcGFObmw0c3FPOHdscUpBUWRRWm9acTBQS3BYb1dHYkxIX1daOTZWMGk1MU1WZ3NSY081NmNjdTd6TURtR2RhYmloSEJFSEY1WmJ6T0hoUkx6Rl",Sodre Uruguay
2025-10-05 07:00,EL PAÍS Uruguay,"Martinho Da Vila volverá a Uruguay con la gira ""Voz do Coração"": fecha, lugar, precios y cómo comprar entradas - EL PAÍS Uruguay",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNT19wRGI2T3Q5YjM5dW1NemhBck5Hc1RDOHo0MU96VG0yQjRkOVNCMGViSnBUclN2eXBCVFRCVy0zcHpOQkoyZENIbDhuVjZwRU5NQ3o1Uzlva0dHLTZHOWloZlIzSzNlcGtGYTZCWWdXbGVCNGZjWWFYcjZDX2tMTlZFb0xvTFdEdldyMUE0MzZsc1dBWjBYaWRNbWtDT1ZwZmZKaVVQTGc2UkRxZVlraklTdUxmWDR3VnFKZEFOTlB6SFNfeTNCbTFVZUp3TndMaEdTZ2VtLWpvRmFIUlE?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi3gFBVV95cUxNT19wRGI2T3Q5YjM5dW1NemhBck5Hc1RDOHo0MU96VG0yQjRkOVNCMGViSnBUclN2eXBCVFRCVy0zcHpOQkoyZENIbDhuVjZwRU5NQ3o1Uzlva0dHLTZHOWloZlIzSzNlcGtGYTZCWW",Sodre Uruguay
2025-11-05 08:00,EL PAÍS Uruguay,El Sodre desvinculó a Nicolás Rauss al frente de la Ossodre: ¿quién es el español que dirigirá la orquesta? - EL PAÍS Uruguay,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPbnRPR1YxQzJ6anR5bEdxa09KVFc5d3UybW1mVHpBTEdWRVJIZGdRTW1nQ0kzYkVyT0hNeWVjY0lkaWJwdjR0aFplOC0xbFFSdDJwVmdBQVRVOVNjNmlTOHpfd2xQaGlnamNzdmd6RGdRZHlPRTJZUlBvek5MdVJUY291MXh2ZHRyRjJTMVB3SWZvWnVMM0FYbmp4bGFuZjlTNmtBQUpUWlhjN2RabHVRWEJoS0Q1b1Fnek5oY3lRZUhUWnk1YXhKOTlURnp2d1luRkdWMkVGbEQ1ZzNY?oc=5,Histórico 2025,No analizado,No analizado,No analizado,-,"<a href=""https://news.google.com/rss/articles/CBMi3AFBVV95cUxPbnRPR1YxQzJ6anR5bEdxa09KVFc5d3UybW1mVHpBTEdWRVJIZGdRTW1nQ0kzYkVyT0hNeWVjY0lkaWJwdjR0aFplOC0xbFFSdDJwVmdBQVRVOVNjNmlTOHpfd2xQaGlnamNzdmd6RG",Sodre Uruguay
